"y3_hhid","plotnum","soil","soilq","erosion","slope","irrig","fallow","fallow_years","org","orgQ1","inorg1","inorg_type1","inorgQ1","voucher1","inorg_price1","inorg2","inorg_type2","inorgQ2","voucher2","inorg_price2","pest","pestQ","pestU","short_rain","short_rain_crop","owned","price_type1","price_type2","quantity_type1","quantity_type2","nitrogen_kg","phosphorous_kg","potassium_kg","nitrogen_price","nitrogen_unit_price","fam_lab_days","hir_lab_days"
"1907-001","M1","LOAM","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,0,0
"1908-001","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,0,0
"1909-001","M1","LOAM","BAD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,101,0
"1909-001","M2","LOAM","BAD","NO","FLAT BOTTOM","NO",2011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,0,0
"1909-001","M3","LOAM","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,234,40
"1910-001","M1","CLAY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,190,0
"1910-001","M2","LOAM","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"YES","UREA",100,"YES",46000,"YES","SA",100,"YES",60000,"NO",NA,NA,NA,NA,"OWNED",46000,60000,46,21,67,0,0,50388.0597014925,752.06059255959,174,0
"1910-001","M3",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,0,0
"1910-001","M4","CLAY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,244,0
"1911-001","M1",NA,NA,NA,NA,NA,NA,3,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,0,0
"1911-001","M2","CLAY","GOOD","YES","FLAT BOTTOM","NO",2008,4,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,167,0
"1911-001","M3",NA,NA,NA,NA,NA,NA,4,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,8,0
"1912-001","M1","LOAM","BAD","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,280,0
"1912-001","M2",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,0,0
"1912-001","M3",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,0,0
"1912-006","M1","CLAY","AVERAGE","YES","FLAT BOTTOM","NO",0,NA,"NO",NA,"YES","generic NPK (TZA)",50,"NO",65000,"NO",NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",65000,0,8.5,0,8.5,3.706,7.055,65000,7647.05882352941,222,0
"1913-001","M1","SANDY","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,130,0
"1913-001","M2","CLAY","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,246,0
"1913-001","M3",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,0,0
"1914-001","M1","LOAM","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,136,0
"1914-001","M2","LOAM","AVERAGE","NO","FLAT BOTTOM","NO",2012,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,0,0
"1915-001","M1",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,0,0
"1915-001","M2",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,0,0
"1915-001","M3",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USED FREE OF CHARGE",0,0,0,0,0,0,0,NA,NA,0,0
"1916-001","M1",NA,NA,NA,NA,NA,NA,5,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,0,0
"1916-001","M2","SANDY","AVERAGE","NO","FLAT BOTTOM","NO",2011,2,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,181,0
"1916-001","M3",NA,NA,NA,NA,NA,NA,6,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,0,0
"1916-001","M4",NA,NA,NA,NA,NA,NA,5,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,0,0
"1916-001","M5","CLAY","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,304,0
"1917-001","M1","SANDY","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"RENTED",0,0,0,0,0,0,0,NA,NA,69,0
"1917-001","M2","SANDY","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"USED FREE OF CHARGE",0,0,0,0,0,0,0,NA,NA,60,0
"1917-001","M3","SANDY","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"USED FREE OF CHARGE",0,0,0,0,0,0,0,NA,NA,54,0
"1917-001","M4","SANDY","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,20,0
"1918-001","M1","SANDY","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"YES",20,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,15,0
"1918-001","M2",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,0,0
"1918-001","M3","SANDY","AVERAGE","YES","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"USED FREE OF CHARGE",0,0,0,0,0,0,0,NA,NA,88,14
"1918-001","M4","SANDY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"YES","DAP",100,"NO",130000,"YES","UREA",100,"YES",130000,"NO",NA,NA,NA,NA,"RENTED",130000,130000,18,46,64,20.056,0,130000,2031.25,102,0
"1918-001","M5","CLAY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"YES","DAP",50,"YES",32500,"YES","CAN",50,"NO",65000,"NO",NA,NA,NA,NA,"RENTED",32500,65000,9,13,22,10.028,0,51704.5454545455,2350.20661157025,36,0
"1918-001","M6",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USED FREE OF CHARGE",0,0,0,0,0,0,0,NA,NA,0,0
"1918-003","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,0,0
"1919-001","M1","LOAM","GOOD","YES","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,38,14
"1919-001","M2","LOAM","GOOD","YES","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,28,3
"1919-001","M3","LOAM","GOOD","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,30,0
"1919-001","M4","LOAM","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,12,0
"1920-001","M1","LOAM","AVERAGE","YES","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,25,0
"1921-001","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,0,0
"1921-007","M1","SANDY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,35,0
"1921-007","M2","SANDY","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"RENTED",0,0,0,0,0,0,0,NA,NA,233,0
"1922-001","M1","SANDY","GOOD","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"YES","UREA",15,"NO",16500,"NO",NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",16500,0,6.9,0,6.9,0,0,16500,2391.30434782609,24,0
"1922-001","M2","SANDY","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"YES","UREA",20,"NO",22000,"NO",NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"RENTED",22000,0,9.2,0,9.2,0,0,22000,2391.30434782609,26,16
"1922-001","M3","SANDY","AVERAGE","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"YES","UREA",15,"NO",16500,"NO",NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"USED FREE OF CHARGE",16500,0,6.9,0,6.9,0,0,16500,2391.30434782609,26,0
"1923-001","M1","LOAM","BAD","NO","VERY STEEP","NO",0,NA,"NO",NA,"YES","UREA",50,"YES",30000,"YES","CAN",50,"YES",25000,"NO",NA,NA,NA,NA,"OWNED",30000,25000,23,13,36,0,0,28194.4444444444,783.179012345679,55,0
"1923-001","M2","LOAM","BAD","YES","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,218,0
"1923-001","M3","LOAM","BAD","NO","FLAT BOTTOM","NO",0,NA,"YES",600,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,51,0
"1924-001","M1","CLAY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"YES",1000,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,81,32
"1924-001","M2","SANDY","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,31,0
"1924-001","M3","SANDY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"YES","CAN",50,"YES",38500,"YES","UREA",50,"YES",38500,"NO",NA,NA,NA,NA,"RENTED",38500,38500,13,23,36,0,0,38500,1069.44444444444,65,14
"1924-002","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,0,0
"1925-001","M1","LOAM","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"RENTED",0,0,0,0,0,0,0,NA,NA,76,0
"1925-001","M2","CLAY","GOOD","YES","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"USED FREE OF CHARGE",0,0,0,0,0,0,0,NA,NA,164,0
"1926-001","M1","LOAM","GOOD","YES","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"USED FREE OF CHARGE",0,0,0,0,0,0,0,NA,NA,40,0
"1926-001","M2","LOAM","GOOD","YES","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"RENTED",0,0,0,0,0,0,0,NA,NA,73,13
"1926-103","M1",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USED FREE OF CHARGE",0,0,0,0,0,0,0,NA,NA,0,0
"1926-103","M2",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USED FREE OF CHARGE",0,0,0,0,0,0,0,NA,NA,0,0
"1927-001","M1","SANDY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,52,0
"1927-001","M2","SANDY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,116,0
"1927-001","M3","SANDY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,54,0
"1927-001","M4","CLAY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,122,0
"1927-001","M5","SANDY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,82,0
"1927-003","M1","SANDY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,36,0
"1927-003","M2","LOAM","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"YES",1,"LITRE",NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,102,0
"1928-001","M1","LOAM","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,47,0
"1928-001","M2","LOAM","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,107,0
"1929-001","M1","CLAY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,79,0
"1929-001","M2","CLAY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,80,0
"1929-001","M3",NA,NA,NA,NA,NA,NA,3,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,0,0
"1930-001","M1","SANDY","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,190,0
"1930-001","M2","LOAM","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,109,3
"1931-001","M1","SANDY","GOOD","YES","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,82,42
"1931-001","M2","LOAM","GOOD","YES","FLAT BOTTOM","NO",0,NA,"NO",NA,"YES","CAN",50,"YES",25000,"NO",NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",25000,0,13,0,13,0,0,25000,1923.07692307692,73,90
"1931-001","M3","SANDY","GOOD","NO","FLAT BOTTOM","NO",2007,3,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,152,40
"1932-001","M1","SANDY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,63,0
"1932-001","M2","LOAM","GOOD","NO","FLAT BOTTOM","NO",2008,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,0,0
"1932-001","M3","LOAM","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"YES",500,"MILLILITRE",NA,NA,"RENTED",0,0,0,0,0,0,0,NA,NA,159,0
"1932-001","M4","LOAM","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"RENTED",0,0,0,0,0,0,0,NA,NA,71,0
"1932-009","M1",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,0,0
"1932-009","M2","LOAM","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,67,24
"1932-009","M3","LOAM","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,74,22
"1933-001","M1","LOAM","GOOD","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,110,30
"1934-002","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,0,0
"1934-003","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,0,0
"1935-001","M1","SANDY","BAD","NO","FLAT BOTTOM","NO",0,NA,"YES",1400,"YES","CAN",100,"NO",1e+05,"NO",NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",1e+05,0,26,0,26,0,0,1e+05,3846.15384615385,146,2
"1935-001","M2","SANDY","BAD","NO","FLAT BOTTOM","NO",0,NA,"YES",250,"YES","CAN",25,"NO",25000,"NO",NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",25000,0,6.5,0,6.5,0,0,25000,3846.15384615385,26,0
"1935-001","M3","CLAY","GOOD","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"YES","CAN",25,"NO",25000,"NO",NA,NA,NA,NA,"NO",NA,NA,NA,NA,"USED FREE OF CHARGE",25000,0,6.5,0,6.5,0,0,25000,3846.15384615385,46,0
"1935-003","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,0,0
"1936-001","M1","LOAM","AVERAGE","NO","SLIGHTLY SLOPED","NO",0,NA,"YES",1600,"YES","CAN",75,"NO",75000,"NO",NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",75000,0,19.5,0,19.5,0,0,75000,3846.15384615385,96,0
"1936-001","M2","CLAY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"YES",160,"YES","CAN",10,"NO",5000,"NO",NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",5000,0,2.6,0,2.6,0,0,5000,1923.07692307692,48,0
"1937-001","M1","LOAM","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,64,0
"1937-001","M2","LOAM","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,92,0
"1938-001","M1","LOAM","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,56,0
"1939-001","M1","LOAM","GOOD","NO","SLIGHTLY SLOPED","NO",0,NA,"YES",800,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,158,13
"1939-001","M2","LOAM","BAD","YES","SLIGHTLY SLOPED","NO",2009,1,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,54,0
"1939-103","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,0,0
"1940-001","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,0,0
"1941-001","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,0,0
"1941-002","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,0,0
"1942-001","M1","SANDY","AVERAGE","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"YES","CAN",35,"NO",35000,"NO",NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",35000,0,9.1,0,9.1,0,0,35000,3846.15384615385,108,0
"1942-001","M2","SANDY","AVERAGE","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"YES","CAN",15,"NO",15000,"NO",NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",15000,0,3.9,0,3.9,0,0,15000,3846.15384615385,60,0
"1942-001","M3","LOAM","GOOD","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,92,0
"1942-001","M4","LOAM","GOOD","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,115,0
